,pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec,target
18061,11.007537,41.5,2457147.97922,,,0.94,,135.061372,14.2375374,1
18062,9.0102,3.6,2457144.6162,98.2,,0.738,,125.2144993,14.2586479,1
18063,9.01258853,,2457144.614253,81.0,4764.64,0.81741,4.49798,125.2144993,14.2586479,1
18064,35.383,,2457142.906,94.5,4663.0,0.667213,4.65877,136.8011502,14.3554169,1
18065,35.3972,2.6,2457142.8804,147.0,,0.531,,136.8011502,14.3554169,1
18066,1.359386,,2458096.68715,9201.3,5723.55,1.28259,4.23049,137.0946357,14.4005896,0
18067,26.0,10.48,2458275.4009415,,6414.0,1.57,4.16,135.0803585,14.4042594,1
18068,0.630717,,2458096.02647,16341.4,6591.15,1.57514,4.18015,133.8859513,14.5447545,0
18069,0.630718,,2458096.02663,16403.199999999997,,,,133.88708,14.547682,0
18070,12.427163,,2458100.32649,1663.1,6435.2,2.39747,3.7925,138.3288505,14.6068847,0
18071,37.246869,23.8036385,2457150.08969,,5445.0,1.475643,4.05,137.1444253,14.6307827,1
18072,37.24703,35.0,2457150.08888,720.1999999999999,,1.696,,137.1444253,14.6307827,1
18073,1.348851,,2458096.01356,21782.0,6311.4,1.38773,4.24688,134.0284308,14.6429247,0
18074,1.490219,,2458096.4327,73382.5,7175.46,1.72824,4.16698,137.3993323,14.6447599,0
18075,1.882213,,2458096.60257,567.8,6590.0,1.568,4.178,134.1349445,14.6900442,1
18076,0.958786,,2458096.10671,1769.1,5512.55,1.0377,4.3918,135.6995684,14.7279308,0
18077,0.9587591,39.0,2457140.2013,1626.0,,1.171,,135.6995684,14.7279308,0
18078,1.8554,,2458095.6193,77.5,4990.0,10.091,2.964,133.2292432,14.7715214,1
18079,11.100314,,2458097.29172,12358.2,4928.18,3.70395,,130.4176439,14.8015143,0
18080,1.855827,,2458095.60966,84.4,4720.0,0.664,4.627,133.2383188,14.8117921,1
18081,15.7512,1.38,2457150.5187,50.0,,0.582,,129.0650281,14.8126725,1
18082,1.855421,,2458095.61863,66008.4,11500.0,2.734,4.055,133.2320539,14.8164505,1
18083,0.921358,,2458095.74784,12791.8,5255.22,1.30486,4.16118,131.0637706,14.8372602,0
18084,11.078847,,2458098.06284,12165.4,5162.0,1.9631,,131.7169885,14.8421191,0
18085,0.530431,,2458095.92711,40943.1,5666.31,1.49032,4.09583,134.6789638,14.8859919,0
18086,0.747734,,2458095.90935,28714.300000000003,8498.37,1.65596,4.32425,130.946099,14.9073919,0
18087,0.69719,,2458095.80305,3403.9,5535.52,1.45971,4.0963,133.838029,14.9645433,0
18088,5.513327,3.9,2458099.24778,211.9,5020.0,0.77,4.562,132.3424454,14.9783604,1
18089,0.884004,,2458095.66371,39196.1,5119.55,0.742353,4.63135,130.1753375,14.9839274,0
18090,0.53027,1.4,2458095.64176,56.8,3880.0,0.558,4.706,136.7222365,15.0754252,1
18091,0.543877,,2458095.47515,65.9,6177.78,1.36241,4.24133,134.3271756,15.0821831,0
18092,6.741846,,2458099.59522,5529.6,4861.09,2.13528,,135.9451412,15.0878845,0
18093,20.9913,1.44,2457148.3388,129.0,,0.386,,123.8761593,15.1294601,1
18094,23.89959501695,12.83075359,2459534.758896,1599.87683,4736.5,0.76962,4.55,138.9529161,15.1376825,1
18095,23.897707,,2458100.90399,1151.1,5020.0,0.728,4.581,138.9529161,15.1376825,1
18096,2.044175,,2458097.21457,7196.0,5480.16,2.49927,3.62471,133.368118,15.1609156,0
18097,23.5306712,9.25,2458268.7199786,,6688.0,1.9,4.05,127.6869017,15.1625976,1
18098,10.6741,1.86,2457140.5504,35.4,,0.9538,,124.997024,15.1778665,1
18099,10.673,,2457140.54,27.4,5919.66,0.928134,4.53627,124.997024,15.1778665,1
18100,3.78795,,2458098.41821,485.1,5126.0,4.182,3.476,133.1040583,15.223561,1
18101,0.516235,,2458095.68635,11157.4,7701.0,2.08947,4.05568,129.7587872,15.2584092,0
18102,0.635238,,2458095.94146,12646.2,4743.31,0.919305,4.39196,134.3628607,15.399444,0
18103,0.544418,,2458095.51405,43486.9,5076.71,1.06871,4.30977,129.9561722,15.4202076,0
18104,1.855516,,2458095.61467,1455.4,3110.0,0.189,5.092,133.2565282,15.4222864,1
18105,0.698333,,2458095.97188,10642.9,4081.0,0.664517,4.59923,136.0364522,15.4349422,0
18106,4.894289,4.1,2458097.62726,304.3,4440.0,0.686,4.62,130.7774233,15.554317,1
18107,12.601781,2.788,2458257.090664,,5791.0,1.088,4.269,134.2488531,15.6332775,1
18108,6.96350934,,2457148.728264,16.0,6244.89,1.23998,4.33403,132.0926716,15.6788582,1
18109,0.769057,2.06,2457201.38352,,3832.0,0.54,4.9,123.359527,15.713698,1
18110,1.91828,1.0,2457175.946,,,,,132.5897575,15.8379892,1
18111,2.5819,1.9422,2458251.7764,,,,,124.4925984,15.9879159,0
18112,2.5840753,7.01829,2460280.266853,175.7,6119.0,1.4,4.2,124.4925984,15.9879159,0
18113,2.5844972,10.29,2458254.347906,,6471.0,1.39,4.24,124.4925984,15.9879159,0
18114,2.5331,,2457138.44406,170.0,5301.32,1.54022,4.02194,131.2734657,15.9899642,0
18115,3.022569,,2458096.74324,5645.8,6481.66,1.89113,4.0052,131.7374294,16.0553155,0
18116,15.462807,1.266,2457143.882911,,5509.0,0.919,4.414,133.5143161,16.071337,1
18117,2.958763,,2458097.20177,17698.0,5935.86,2.34828,3.72999,130.1344144,16.1591838,0
18118,5.51633,1.38,2457141.7112,183.0,,0.306,,134.232657,16.1602115,1
18119,0.36091387,,2457142.517639,739.0,6175.0,1.92205,3.94242,123.4818695,16.1780684,1
18120,1.052364,,2458095.72164,34853.700000000004,5157.0,1.1112,4.286,132.4889642,16.2036359,0
18121,4.7464485,10.3209,2459575.676862,194.0,5890.5,2.26,3.76,131.1913594,16.2436537,1
18122,4.746159,12.597,2458256.16206,,5878.0,2.207,3.977,131.1913594,16.2436537,1
18123,4.7464962,11.6,2458256.1623021,,6486.0,2.1,3.97,131.1913594,16.2436537,1
18124,8.952623,8.917,2457140.988766,,5258.0,0.856,4.586,129.1808815,16.3067932,1
18125,1.99043,,2457141.3427,,5086.0,0.82,,129.0410676,16.3436617,1
18126,1.99067602,,2457143.328698,34.0,5194.62,0.792521,4.58551,129.0410676,16.3436617,1
18127,1.990422,1.8,2457141.3418,44.7,,0.824,,129.0410676,16.3436617,1
18128,2.131554,,2458096.40544,6856.200000000001,6147.31,2.44273,3.72939,129.4696791,16.3656952,0
18129,8.658,,2457144.931,565.6,5127.0,0.901716,4.46444,130.0093645,16.3723455,1
18130,8.65871336,,2457144.929997,873.0,5127.0,0.901716,4.46444,130.0093645,16.3723455,1
18131,8.658168,17.16037834,2457144.93175,,5319.0,0.818973,4.55,130.0093645,16.3723455,1
18132,8.658143,19.1,2457144.93197,796.9000000000001,,0.9,,130.0093645,16.3723455,1
18133,8.657975,,2458097.32036,610.6,5370.0,0.891,4.45,130.0093645,16.3723455,1
18134,14.5616,2.82,2457152.1209,102.9,,0.849,,129.9074327,16.4140463,1
18135,2.46819,,2458095.93777,48389.0,8315.0,0.817957,4.92436,131.5002914,16.4335416,0
18136,0.56802,,2458095.64187,1380.3000000000002,3385.0,0.451115,4.78052,136.2090845,16.4458014,0
18137,2.787663,2.2,2458096.82026,108.7,3950.0,0.602,4.676,131.8968981,16.4897963,1
18138,4.612166,,2458098.9499,554.3000000000001,5444.37,2.82645,,130.7457554,16.526022,0
18139,0.595558,,2458096.09743,5171.1,5854.74,1.20541,4.3011,130.0761219,16.6093639,0
18140,13.798845,1.665,2458105.993588,,4980.0,0.68,4.686,134.1480303,16.6656338,1
18141,3.41052823,,2457145.270111,60.0,3985.0,0.674996,4.5894,124.0293742,16.6771082,1
18142,3.41065,1.65,2457141.8515,49.4,,0.701,,124.0293742,16.6771082,1
18143,0.595667,,2458095.90859,12960.7,,,,133.8746533,16.7367269,0
18144,1.56494,2.06,2457140.2672,122.0,,0.556,,128.9263659,16.7892549,1
18145,1.56493,2.22,2457176.261,,3938.0,0.624202,4.63089,128.9263659,16.7892549,1
18146,3.576744,,2458095.91264,6850.799999999999,5896.1,1.30914,4.23348,133.1348743,16.809082,0
18147,3.57678,,2458095.91248,3146.7000000000003,5474.0,0.934009,4.47964,133.1341309,16.8102645,0
18148,7.5587,2.643,2458098.849267,,3974.0,0.677,4.579,130.1630689,16.8291894,1
18149,25.43143,2.887,2458110.461278,,3974.0,0.677,4.579,130.1630689,16.8291894,1
18150,0.542912,,2458095.56186,12027.0,5974.29,2.25382,3.77362,132.5292897,16.8610301,0
18151,3.79018,,2458095.6864,5218.3,5762.0,,,131.3535038,16.8957837,0
18152,27.693,,2457147.872,1842.1,6286.0,1.7076,4.0632,123.0226578,16.9029575,1
18153,7.13142,9.6,2457146.4727,70.7,,3.4,,130.1458104,17.0779872,1
18154,7.134,,2457146.467,45.0,,,,130.1458104,17.0779872,1
18155,3.57804902,,2457143.789675,8.0,6024.0,1.59182,4.08194,126.0138439,17.0989436,1
18156,12.89398,1.12,2457139.8876,314.0,,0.191,,126.9741718,17.1475919,1
18157,9.562742,2.01,2457175.604,,4349.9,0.667217,,132.142853,17.1905813,1
18158,9.56332821,,2457146.910352,76.0,4432.16,,,132.142853,17.1905813,1
18159,9.56183,1.97,2457146.9183,102.5,,0.598,,132.142853,17.1905813,1
18160,1.89016107,,2457142.618845,27.0,4491.0,0.74574,4.54108,128.3109799,17.2614182,1
18161,1.88993,1.29,2457140.7331,36.7,,0.638,,128.3109799,17.2614182,1
18162,1.640707,2.09,2457139.7875,46.9,,0.572,,130.7310769,17.2828025,1
18163,1.64117466,,2457143.06444,20.0,4493.0,0.664535,4.64429,130.7310769,17.2828025,1
18164,19.53403,12.7,2457153.14602,,,0.45,,128.2459539,17.3064583,1
18165,19.53405,9.82,2457153.146,,3316.0,0.460378,4.7723,128.2459539,17.3064583,1
18166,1.106182,15.6,2457142.96124,,,0.84,,132.8847309,17.319892,1
18167,1.106,,2457140.749,97.5,5900.71,1.11127,4.37581,132.8847309,17.319892,1
18168,1.10605213,,2457142.966927,147.0,5900.71,1.11127,4.37581,132.8847309,17.319892,1
18169,1.106175,8.83310242,2457140.7493,,5851.0,0.90632,4.43,132.8847309,17.319892,1
18170,1.52317871,,2457142.727474,734.0,5735.72,0.950472,4.49249,129.0675977,17.3815875,0
18171,1.523,,2457141.205,60.5,5735.72,0.950472,4.49249,129.0675977,17.3815875,0
18172,1.5235,,2457139.62885,60.0,5735.72,0.950472,4.49249,129.0675977,17.3815875,0
18173,0.504961,,2458095.86244,29150.4,5169.0,0.906039,4.46826,129.5546285,17.4224493,0
18174,3.383,,2457142.603,164.1,5603.82,1.019,4.41736,129.0344102,17.4299822,1
18175,3.38199819,,2457142.612515,339.0,5603.82,1.019,4.41736,129.0344102,17.4299822,1
18176,0.593274,,2458095.99164,63698.8,5557.0,1.07692,4.36492,135.9347837,17.4516768,0
18177,1.085097,,2458095.91626,3165.3,6503.37,2.97681,3.61442,133.0646554,17.4889818,0
18178,3.6079916,15.3816,2460284.323305,605.5,5308.3,1.89,,133.1478987,17.4997633,1
18179,3.607981,18.3,2458097.8789,554.3000000000001,6490.0,2.253,3.928,133.1478987,17.4997633,1
18180,15.405101,,2458098.30794,1679.6,5910.0,1.475,4.145,131.3241107,17.5194533,1
18181,14.71,,2457145.892,441.4,5167.0,2.19732,,132.667423,17.5248832,0
18182,14.707213,,2458101.97802,420.6,5167.0,2.19732,,132.667423,17.5248832,0
18183,2.176955,1.25,2457140.69416,480.0,,0.169,,126.9728935,17.5583062,1
18184,2.17693,7.92,2457175.525,,3176.0,0.170856,5.12252,126.9728935,17.5583062,1
18185,21.1595,,2457123.30565,60.0,3811.0,0.597044,4.65371,130.4102091,17.6399744,2
18186,21.169861,1.98,2457165.577,,4148.21,0.571699,,130.4102091,17.6399744,2
18187,21.169619,2.2,2457123.23803,,3880.0,0.59,,130.4102091,17.6399744,2
18188,21.17623917,,2457144.419434,71.0,3811.0,0.597044,4.65371,130.4102091,17.6399744,2
18189,21.1701963,1.92,2457144.4052567,,4057.0,0.58,4.7,130.4102091,17.6399744,2
18190,21.1686,2.18,2457144.4069,104.1,,0.642,,130.4102091,17.6399744,2
18191,1.549381,,2458095.83336,9268.9,3570.0,0.541211,4.70154,131.3058198,17.6420751,0
18192,0.95017067,,2457142.615773,88.0,5339.0,0.746527,4.65577,124.3327803,17.683961,1
18193,1.53453,1.02,2457176.198,,,0.29,4.96079,127.650804,17.696716,1
18194,20.180269,,2458101.57729,39533.4,3380.0,0.342147,4.8817,137.4699335,17.7159404,0
18195,5.803439,,2458097.34997,62783.1,5029.0,1.00796,4.35546,138.5565355,17.7424557,0
18196,20.893526,,2458114.64853,882.1,6020.0,1.765,4.041,136.1398094,17.7470224,1
18197,3.48928,0.91,2457143.755,,3742.0,0.682132,4.58372,126.1375509,17.7619577,0
18198,10.545,,2457142.426,14.3,6046.92,1.95293,3.90591,132.547984,17.7992816,1
18199,12.0808,2.53,2457147.6313,121.8,,0.682,,124.4776657,17.8452779,1
18200,0.575349,,2458095.87166,52245.5,5033.0,1.04575,4.32349,136.0199607,17.8569949,0
18201,2.612938,,2458097.30391,11498.4,5014.02,4.77742,,132.5083559,17.8741708,0
18202,2.612804,,2458097.30654,9138.5,5987.0,3.64705,3.35558,132.5058754,17.8745407,0
18203,0.522199,,2458095.46826,3591.2000000000003,,,,135.6302992,17.9021238,0
18204,0.4520313,5.3,2457140.07707,756.0,,0.569,,123.1521655,17.9301228,1
18205,0.45220130587,7.91722863,2459500.505423,1535.16498,3739.0,0.633946,4.6228,123.1521655,17.9301228,1
18206,14.343042,,2458099.06818,11069.6,3260.0,0.424653,4.80422,134.6437718,18.0481127,0
18207,0.628876,,2458095.79149,10986.7,6688.0,1.49352,4.24194,130.3412169,18.1339264,0
18208,0.636109,,2458095.49271,146.5,6100.77,1.65628,4.0605,129.954972,18.1351672,0
18209,11.09226,2.495,2458101.177872,,4496.0,0.703,4.611,131.87908,18.1464926,1
18210,2.61299,,2458097.30341,277.9,3520.0,0.458,4.798,132.5155053,18.2002339,1
18211,8.97146,,2458099.46199,26991.7,5330.0,0.872,4.481,134.1616939,18.382575,1
18212,4.397187,,2458095.92467,20344.7,6090.0,1.71021,4.02887,131.0273506,18.5109287,0
18213,19.63975,,2458114.74841,447.7,6730.0,2.183,3.963,137.132549,18.528433,1
18214,19.640151,43.0,2457152.37945,621.1999999999999,,2.188,,137.132549,18.528433,1
18215,19.63366256,,2457152.387959,682.0,6516.17,2.11864,3.91306,137.132549,18.528433,1
18216,19.640123,34.30556244,2457152.3796,,6398.0,1.743843,4.03,137.132549,18.528433,1
18217,19.64,,2457152.378,550.1,6516.17,2.11864,3.91306,137.132549,18.528433,1
18218,10.90364,2.214,2458104.566188,,3929.0,0.59,4.669,131.3004022,18.6097799,1
18219,0.995061,,2458095.6367,44522.4,5080.0,0.864,4.468,135.760339,18.6147062,1
18220,11.2362,2.25,2457143.5692,49.1,,0.955,,126.8998198,18.6867675,1
18221,5.749481,2.93,2457142.495219,75.30000000000001,,0.765,,130.082542,18.6929046,1
18222,5.75,,2457142.497,94.5,4678.76,0.718666,4.60008,130.082542,18.6929046,1
18223,5.75052,2.01,2457142.4955,112.3,,0.576,,130.082542,18.6929046,1
18224,1.6488,,2457139.18214,170.0,3392.0,0.445314,4.78569,130.398549,18.7429979,1
18225,1.648932,9.6,2457140.83259,,3440.0,0.46,,130.398549,18.7429979,1
18226,24.399869,18.43,2458265.6937079,,6404.0,1.65,4.12,129.4837732,18.7902102,1
18227,2.52,,2457140.559,10.5,5707.44,1.08666,4.37448,131.3109799,18.8192956,1
18228,0.526316,,2458095.47776,36473.3,4397.0,,,137.4605365,18.8297729,0
18229,1.108972,,2458096.36936,3736.9,,,,137.0946427,18.8794251,0
18230,9.35739,2.69,2457147.8769,171.0,,0.595,,128.2690718,18.9251012,1
18231,1.810718,,2458096.47161,136.6,5680.0,1.178,4.257,130.4242801,18.9412786,1
18232,0.582017,,2458095.66714,37694.2,5385.55,1.06418,4.35439,134.2906075,18.9454287,0
18233,1.81042,,2458096.48113,3527.5,3050.0,0.313,4.808,129.8777982,18.9481008,1
18234,1.810834,,2458096.46871,343.3,3230.0,0.888,3.921,130.0091206,18.9491053,1
18235,24.6237203,2.33,2458268.5995863,,5650.0,0.91,4.49,133.8081054,18.9497263,1
18236,1.810708,,2458096.4734,3567.5,6805.0,2.32513,3.86952,129.7886317,18.9518772,0
18237,9.484994,,2458097.50601,8233.800000000001,,,,131.648111,19.018583,0
18238,9.510911,,2458097.32358,783.4,3941.0,0.777317,4.4422,131.4024049,19.0224447,0
18239,9.516793,,2458097.29495,40880.3,,,,130.8728991,19.0321833,0
18240,9.48658,,2458097.50407,215.3,6119.69,1.76772,4.00394,131.1264326,19.0330138,0
18241,9.487929,,2458097.49219,878.3,6214.0,2.65019,3.6707,130.9624675,19.0340576,0
18242,9.49259,,2458097.47004,471.3,4645.01,7.25626,,130.8071744,19.0368972,0
18243,8.841,2.43,2457146.0044,155.0,,0.584,,125.9641071,19.1009014,1
18244,45.38331501,,2457143.161193,229.0,4793.26,0.815611,4.50159,132.958077,19.1074714,1
18245,0.858462,,2458096.16644,24856.8,4467.0,0.840819,4.43376,133.4825629,19.1590573,0
18246,3.47701708869,11.85710209,2460260.963304,1998.64254,5225.91,0.84127,4.53759,129.1783954,19.1738012,1
18247,3.47701312,,2457142.410652,2062.0,5225.91,0.84127,4.53759,129.1783954,19.1738012,1
18248,3.4766506,12.6,2457142.41211,2096.1,,0.879,,129.1783954,19.1738012,1
18249,3.477,,2457142.412,1794.1,5225.91,0.84127,4.53759,129.1783954,19.1738012,1
18250,3.476642,11.5,2457142.41225,,,0.84,,129.1783954,19.1738012,1
18251,3.476633,12.7,2457142.412293,2086.8,,0.865,,129.1783954,19.1738012,1
18252,0.520451,,2458095.60163,3419.6,,,,129.6911414,19.2377968,0
18253,,4.31,2457170.5231,99.8,,1.294,,128.401884,19.3201861,1
18254,39.5438,3.28,2457173.9892,51.1,,1.294,,128.401884,19.3201861,1
18255,,3.26,2457191.8906,58.5,,1.294,,128.401884,19.3201861,1
18256,26.8662,2.95,2457166.045,47.9,,1.294,,128.401884,19.3201861,1
18257,5.7837,1.38,2457143.6098,10.7,,1.31,,130.4485798,19.3474745,1
18258,5.781853,1.44284081,2457143.61686,,5739.0,1.383982,4.11,130.4485798,19.3474745,1
18259,5.78,,2457143.635,10.1,5758.27,1.70787,,130.4485798,19.3474745,1
18260,1.324292,,2458096.37798,24931.7,7114.0,2.71166,3.77025,132.7133566,19.3572704,0
18261,19.729071,2.239,2457155.83246,,4735.0,0.712,4.619,124.5363137,19.3660902,1
18262,19.491,,2457158.827,138.1,6128.0,1.3636,4.2324,136.5741931,19.4020565,2
18263,19.491795,5.84689735,2457158.82591,,6046.0,1.410092,4.14,136.5741931,19.4020565,2
18264,19.4921473,5.50689,2459575.851873,170.0,6128.0,1.36,4.23,136.5741931,19.4020565,2
18265,19.492132,6.0,2457158.82481,,,1.48,,136.5741931,19.4020565,2
18266,19.49221,5.76,2457158.82477,,6069.0,1.39,4.22,136.5741931,19.4020565,2
18267,19.491965,6.8,2458113.94047,177.7,6320.0,1.485,4.219,136.5741931,19.4020565,2
18268,19.49183,5.96,2457158.82598,163.89999999999998,,1.403,,136.5741931,19.4020565,2
18269,19.4921498,,2458094.44793,,6025.0,1.38,4.25,136.5741931,19.4020565,2
18270,19.491,5.5,2457158.82659,,6019.0,1.387,4.18,136.5741931,19.4020565,2
18271,19.49213,6.12,2458113.93994,,6025.0,1.38,4.25,136.5741931,19.4020565,2
18272,19.50735025,,2457158.821705,150.0,6128.0,1.3636,4.2324,136.5741931,19.4020565,2
18273,1.982809,,2458096.84986,21376.2,3330.0,0.291,4.958,130.6641653,19.4143598,0
18274,1.9828041248,10.89107018,2459500.669114,13210.50435,3213.0,0.293047,4.93347,130.6641653,19.4143598,0
18275,1.9828,,2457139.15278,9330.0,3213.0,0.293047,4.93347,130.6641653,19.4143598,0
18276,29.724674,1.439,2457140.333201,,5339.0,0.854,4.515,126.5132158,19.5209728,1
18277,0.616444,,2458096.06087,567.4,4937.26,0.750931,4.59535,132.7148652,19.562251,0
18278,7.218071,,2458099.51847,3203.5,6727.06,1.67346,4.14708,130.1087556,19.6864229,0
18279,7.219626,,2458099.50648,3179.6000000000004,8075.0,2.55977,3.91392,130.0862865,19.6866788,0
18280,7.220537,,2458099.5037,398.3,5420.0,0.932,4.435,129.7034817,19.6912228,1
18281,7.220943,,2458099.50089,3466.7,3092.0,0.292863,4.93367,129.6635506,19.6943963,0
18282,10.55532,2.64,2457146.4947,158.0,,0.623,,136.1570235,19.7144139,1
18283,10.555,,2457146.496,124.9,4067.08,0.722281,4.52683,136.1570235,19.7144139,1
18284,10.55632,2.86,2457167.605,,4067.08,0.722281,4.52683,136.1570235,19.7144139,1
18285,1.4835,1.41,2457143.371,,3200.0,0.317944,4.9064,136.0877307,19.7801355,0
18286,6.0162,,2457142.867,15220.0,3249.0,0.400314,4.82637,132.7075113,19.8100975,0
18287,1.092845,,2458096.45807,23.6,5620.0,0.951,4.468,130.2927863,19.8185555,1
18288,1.092673,,2458096.46283,83.3,5140.0,0.783,4.557,130.0240979,19.8194993,1
18289,1.092917,,2458096.45491,135544.6,7226.47,1.78223,4.14565,129.977531,19.8219052,0
18290,0.907765,77.0,2457142.38229,,,1.21,,123.8977875,19.9148217,1
18291,17.04066667,,2457158.842935,1938.0,6117.37,,,137.3828987,20.048337,1
18292,17.035203,53.0,2457141.81355,2208.0,,1.51,,137.3828987,20.048337,1
18293,63.84825,2.86,2457142.721,,3973.09,0.731598,4.50191,136.0883061,20.065397,1
18294,63.8432,2.78,2457142.716,193.0,,0.594,,136.0883061,20.065397,1
18295,8.986648,143.0368808,2457149.02845,,5265.0,4.260594,3.2,126.2049365,20.1529633,1
18296,8.986,,2457140.043,4864.6,5523.32,11.8634,,126.2049365,20.1529633,1
18297,0.279258,8.41,2457154.45219,,4071.0,0.62,4.838,131.2074245,20.1776135,1
18298,32.5795,10.44,2457169.8535,2421.0,,0.633,,123.6562874,20.17911,1
18299,32.576,,2457169.858,3833.6,4217.0,0.694468,4.57431,123.6562874,20.17911,1
18300,1.744546,,2458096.51613,20637.2,6530.0,2.316,3.921,136.9025177,20.21511,1
18301,11.6158,,2457135.99138,8830.0,3189.0,0.339085,4.88475,129.9249754,20.2958096,0
18302,74.8,4.34,2458276.8646162,,5044.0,0.7,4.64,129.2823699,20.3992512,1
18303,6.83292,1.3,2457145.1674,389.0,,0.18,,126.8358869,20.4055501,1
18304,0.77845,,2457141.04082,390.0,3859.0,0.779314,4.42916,127.8743087,20.4103659,0
18305,0.778,,2457140.262,542.8,3859.0,0.779314,4.42916,127.8743087,20.4103659,0
18306,0.923861,,2458096.37075,34596.5,6235.06,1.90631,3.96046,136.2196232,20.4151247,0
18307,2.851451,,2458096.7269,99296.9,7137.0,2.22321,3.9455,135.585245,20.4303139,0
18308,3.244126,,2458097.32148,40589.6,4274.11,0.987047,4.27547,133.2789525,20.4588868,0
18309,0.821436,,2458096.14571,16200.8,6046.46,1.5043,4.13261,127.2828904,20.5702432,0
18310,3.888853,,2458096.60805,2587.2000000000003,3693.0,0.696024,4.5728,137.5123668,20.5937973,0
18311,3.696871,,2458095.87322,12433.6,6401.57,1.47855,4.2073,127.9352953,20.6637007,0
18312,3.697161,,2458095.87327,3582.7,3120.0,0.245,4.991,127.794149,20.6641564,1
18313,1.769505,,2458096.39804,17696.2,5988.0,1.16794,4.34462,136.7743166,20.690312,0
18314,23.702342,,2458118.09327,4861.900000000001,6280.0,1.869,4.021,136.8044416,20.8135797,1
18315,2.714743,1.198,2458251.817363,,3634.0,0.415,4.802,128.1350093,20.8446748,1
18316,5.169887,9.1,2458098.67929,334.8,6830.0,1.45,4.256,134.6902795,20.8689789,1
18317,5.1699026,9.23587,2460280.381301,311.0,6283.4,1.48,4.18,134.6902795,20.8689789,1
18318,3.40819,,2458098.44045,16432.7,5416.13,0.849526,4.55423,128.1785549,20.8777376,0
18319,2.22982,,2458096.61073,24783.1,7391.0,2.26072,3.95746,127.8582411,20.9166323,0
18320,4.4455436,15.8181,2460277.666516,583.9,6355.8,2.11,3.89,136.1699005,20.9314478,1
18321,4.445559,15.9,2458099.34866,422.8,6520.0,2.237,3.932,136.1699005,20.9314478,1
18322,23.917716,,2458116.38421,3206.1000000000004,5050.0,0.828,4.507,128.7199403,20.946957,1
18323,2.783705,2.4,2458095.55831,53.8,5890.0,0.939,4.487,134.6329328,20.9512894,1
18324,1.830767,,2458096.40493,15703.2,6141.42,0.98712,4.51379,137.317315,21.0025648,0
18325,9.375266,3.545,2458095.801868,,4571.0,0.747,4.597,128.9278377,21.0637447,1
18326,0.617674,,2458095.65639,59817.100000000006,5271.68,1.10095,4.30878,137.4853283,21.0715037,0
18327,0.986765,,2458095.87581,30545.5,6080.0,1.4,4.201,128.2828064,21.1399388,1
18328,0.579309,,2458095.53528,47168.9,4888.0,0.999114,4.34193,134.8894772,21.1694877,0
18329,1.204338,,2458095.76086,40646.3,5633.43,0.907171,4.52269,133.6160492,21.2872925,0
18330,0.604228,,2458095.94672,19626.0,,,,137.9316123,21.2909949,0
18331,0.82182448,,2457142.832785,47.0,5990.46,2.64987,3.63301,129.83855,21.3907526,1
18332,0.822,,2457140.365,43.7,5990.46,2.64987,3.63301,129.83855,21.3907526,1
18333,0.8218241,6.1,2457140.36496,61.5,,2.66,,129.83855,21.3907526,1
18334,0.816734,,2458095.60536,507.5,6318.08,1.79519,4.02502,127.7771249,21.3980052,0
18335,14.220246,,2458104.79491,10198.3,6130.0,1.461,4.185,136.2543849,21.4285385,1
18336,0.547674,,2458095.88638,162.89999999999998,4926.69,0.786265,4.55541,133.4259049,21.4505161,0
18337,1.743013,,2458095.4999,47027.1,7935.6,2.95299,3.7763,133.4538787,21.4911903,0
18338,0.55082,,2458095.88533,31997.9,,,,128.6412641,21.5530829,0
18339,1.153456,,2458095.92758,12837.7,5378.01,2.96865,,136.0528301,21.562908,0
18340,3.797473,,2458095.81109,11840.2,5024.68,0.785698,4.57184,133.2884088,21.690395,0
18341,0.518748,,2458095.97005,15773.7,6490.0,1.31192,4.32611,132.7698139,21.7013424,0
18342,0.518754,,2458095.96851,22.8,5514.41,0.878754,4.53621,132.7657132,21.7047312,0
18343,0.98972,,2458095.87427,16891.9,5424.29,1.13922,4.29798,135.9645577,21.7455039,0
18344,4.845561,,2458096.15766,7746.900000000001,5723.1,1.15426,4.32206,127.6043814,21.7469553,0
18345,0.643142,,2458096.04961,45037.7,5412.54,1.05452,4.36509,137.1878696,21.7652377,0
18346,1.466473,,2458096.68144,33575.5,4570.0,0.981,4.413,126.7538167,21.956952,1
18347,7.112,,2457141.963,58.5,5595.68,0.909317,4.51583,128.0731788,22.005792,1
18348,7.1123703,1.85858,2460271.408598,49.7,5595.7,0.91,4.52,128.0731788,22.005792,1
18349,7.112134,2.7,2458102.13703,55.3,5800.0,1.042,4.409,128.0731788,22.005792,1
18350,7.112273,3.2,2457149.07288,,,0.96,,128.0731788,22.005792,1
18351,7.11047482,,2457149.07988,70.0,5595.68,0.909317,4.51583,128.0731788,22.005792,1
18352,1.991357,,2458095.74598,9634.9,6118.76,1.26082,4.29746,137.2794242,22.2030123,0
18353,16.7004351,,2457144.700057,3552.0,5018.76,1.09979,4.27453,133.3108723,22.2188747,0
18354,16.709659,,2458097.12649,11283.0,5018.76,1.09979,4.27453,133.3108723,22.2188747,0
18355,20.016917,,2458098.54619,552.0,5790.0,0.97,4.451,135.7319963,22.3033664,1
